recency,frequency,monetary
515,1,15.36
38,2,73.06
515,1,10.78
20,5,676.33
489,1,44.97
461,1,187.4
515,1,13.97
515,1,14.99
515,1,26.73
515,1,14.79
138,2,27.96
117,4,149.88
357,1,22.76
35,3,353.11
490,3,72.42
515,1,27.13
515,1,42.98
515,1,12.77
515,1,56.29
515,1,14.37
515,1,49.99
288,1,50.42
15,5,313.76
500,2,89.82
515,1,16.96
90,4,304.32
487,1,23.14
482,1,39.37
456,2,46.52
515,1,15.36
515,1,14.96
515,1,56.46
147,3,111.87
515,1,14.37
115,5,436.8
249,2,58.68
515,1,13.77
378,2,164.41
56,12,1711.28
501,1,12.77
16,2,55.66
515,1,29.92
515,1,69.31
8,2,479.18
515,1,39.7
515,1,11.77
515,1,14.7
514,1,14.37
515,1,64.93
183,1,45.84
186,2,137.91
481,1,14.96
515,1,14.37
515,1,14.96
43,4,259.0
512,1,71.02
515,1,12.97
515,1,25.74
175,2,103.2
515,1,104.29
515,1,20.99
183,1,49.44
30,3,123.12
294,3,211.42
515,1,28.34
505,2,37.51
490,1,33.51
438,1,116.92
515,1,9.77
21,6,467.78
40,3,144.85
221,2,53.61
513,2,38.95
450,1,49.06
73,2,203.42
12,3,173.79
515,1,13.37
384,2,54.68
338,3,473.33
454,2,74.42
515,1,12.49
99,2,169.28
515,1,47.97
200,2,73.01
435,2,45.9
394,2,63.06
515,1,9.98
515,1,38.7
37,2,56.95
171,1,23.48
66,2,105.21
344,1,37.95
158,2,159.73
515,2,134.96
514,1,28.77
29,2,175.57
515,1,14.79
204,2,30.97
515,1,16.3
514,1,53.12
515,1,14.96
2,11,2582.74
474,1,31.52
15,3,188.97
514,1,11.77
515,2,45.68
515,1,9.97
515,1,23.94
189,1,27.78
503,1,26.73
462,2,113.56
473,3,73.89
515,1,29.73
515,1,15.36
465,2,122.83
515,1,104.5
124,4,619.16
101,2,62.73
515,1,31.52
515,1,11.77
515,1,16.7
508,1,11.77
472,1,39.98
180,2,59.99
515,1,11.78
27,2,58.72
515,1,12.49
459,3,112.35
230,3,295.86
311,1,68.03
106,2,35.97
422,1,42.35
515,1,16.36
471,3,100.75
495,2,68.81
514,2,339.73
515,1,17.3
515,1,60.98
197,1,36.79
515,1,37.0
229,5,358.08
514,1,8.97
234,3,183.84
514,1,37.31
505,2,49.88
336,1,34.51
514,1,15.36
514,1,16.36
514,1,361.57
87,2,42.44
514,1,19.54
514,1,34.76
514,1,11.77
133,1,95.0
260,2,111.79
35,3,307.51
514,1,14.37
92,1,53.44
514,1,4.79
164,3,201.58
514,1,13.97
48,2,83.37
514,1,11.77
451,2,147.95
514,1,49.99
514,1,20.99
514,1,55.89
176,2,219.66
514,1,28.34
234,3,115.5
514,1,46.34
140,2,199.26
440,4,230.15
514,1,24.73
375,2,101.33
276,1,53.75
110,2,76.06
514,1,66.26
287,1,25.76
58,6,1460.94
514,1,55.07
38,2,62.38
514,1,99.44
514,1,21.94
510,1,390.03
310,3,88.97
514,1,29.75
510,1,66.44
514,1,49.1
249,1,58.48
503,1,15.76
514,1,14.37
514,1,23.97
514,1,12.49
514,1,31.35
514,1,19.3
84,2,180.92
514,1,30.78
60,2,80.87
85,3,137.19
484,1,12.77
496,1,13.97
19,4,582.67
514,1,11.77
124,3,285.89
336,1,30.32
213,3,282.54
514,1,51.92
237,3,331.52
152,6,720.53
514,1,58.27
514,2,117.84
514,1,12.49
225,3,160.54
514,1,147.58
514,1,14.37
507,1,24.76
514,1,14.37
514,1,10.77
358,3,207.57
18,3,139.07
514,1,91.42
514,1,15.36
471,1,11.97
514,1,16.99
514,1,14.37
18,2,164.39
514,1,60.71
514,1,117.74
506,2,69.25
290,2,96.4
514,1,64.08
74,7,491.0
514,1,27.13
514,1,11.99
315,2,86.48
514,1,19.99
514,1,32.35
514,1,12.49
514,1,11.77
514,1,12.49
514,1,9.77
45,1,44.47
514,1,22.3
75,4,610.59
514,1,26.77
5,2,111.71
514,1,79.63
514,1,43.89
7,5,424.11
514,1,5.99
514,1,14.96
514,1,28.34
514,1,28.7
299,2,154.22
514,1,28.34
67,3,135.36
514,1,49.07
514,1,14.96
499,1,98.97
88,5,315.0
514,1,11.77
475,2,89.57
240,1,44.14
514,1,17.57
18,3,137.0
336,3,145.82
490,2,204.74
514,1,16.7
514,1,58.88
298,2,90.63
12,2,94.83
514,1,13.98
7,3,189.0
284,3,169.82
273,1,42.71
286,1,26.45
208,4,133.46
514,1,15.36
288,2,68.99
514,1,38.99
514,1,44.29
62,6,428.49
514,1,19.99
448,2,139.23
514,1,25.94
514,1,14.96
513,1,21.37
514,1,54.9
62,2,68.94
514,1,23.99
514,1,62.68
514,1,27.14
19,3,283.01
473,2,112.67
514,1,19.77
514,1,15.9
467,2,163.59
268,1,52.31
514,1,27.99
514,1,70.62
107,4,368.81
514,1,15.36
514,1,25.74
15,3,70.57
114,4,396.06
338,1,19.74
310,1,45.34
514,1,10.77
29,4,263.59
136,2,117.04
514,1,28.93
514,1,14.96
60,6,500.63
43,1,49.5
80,3,246.66
514,1,14.96
514,1,16.7
86,3,200.64
514,1,8.77
392,1,30.32
202,1,25.76
514,1,31.52
514,1,13.97
510,1,40.51
514,1,23.54
24,4,155.29
514,1,11.77
514,1,9.77
277,2,50.96
514,1,11.77
514,1,25.54
56,9,1525.54
514,1,55.93
511,2,35.31
514,1,50.27
514,1,9.77
186,2,113.49
45,3,327.54
219,2,78.64
338,2,31.34
513,1,30.32
514,1,51.3
495,2,68.37
510,1,20.54
77,5,399.58
514,1,11.77
10,4,1112.6
514,1,51.95
500,1,123.91
508,1,14.37
474,3,248.63
139,2,143.34
514,1,14.37
514,1,10.97
514,1,24.99
514,1,58.97
514,1,4.98
3,4,204.89
19,3,166.37
82,3,261.58
514,1,27.45
128,2,132.82
426,2,58.48
505,1,43.77
514,1,42.96
27,2,82.61
514,1,16.76
514,1,11.77
143,1,144.77
514,1,29.73
514,1,14.37
514,1,12.97
211,3,125.92
514,1,41.48
514,1,17.7
514,1,23.99
514,1,13.77
514,1,15.96
514,1,13.97
487,2,846.23
198,3,155.26
514,1,11.77
514,1,12.97
330,2,87.99
514,1,29.33
514,1,14.77
514,1,82.65
514,1,9.98
164,2,108.57
514,1,15.99
44,3,159.47
514,1,30.32
514,1,23.54
334,2,38.9
514,1,10.97
504,2,199.95
4,2,63.63
506,2,68.95
504,1,18.95
514,1,30.72
514,1,12.97
514,1,9.97
134,2,74.48
514,1,14.37
514,1,11.77
38,6,475.53
514,1,35.72
514,1,15.36
279,1,50.48
15,4,194.46
514,1,27.85
506,2,37.31
510,1,13.97
35,1,34.25
514,1,11.77
31,1,64.74
514,1,23.97
514,1,63.65
36,1,56.74
514,1,27.98
514,1,15.36
514,1,21.99
509,1,182.02
514,1,32.97
514,1,14.99
514,1,14.96
84,3,128.27
366,2,61.72
514,1,14.37
514,1,27.73
514,1,20.3
514,1,36.99
27,3,230.98
27,4,670.71
186,3,138.31
514,1,72.22
273,4,166.06
104,7,860.04
514,1,11.99
437,2,71.64
149,2,43.95
45,3,205.06
514,1,26.67
69,1,30.95
514,1,14.96
514,1,12.77
26,2,103.5
67,2,101.79
514,1,13.97
451,2,60.07
513,1,24.74
2,5,306.61
514,1,20.99
335,1,37.65
514,1,19.75
4,2,88.2
58,3,188.69
251,3,103.1
126,3,185.23
490,2,20.31
512,2,101.73
513,1,56.69
513,1,13.97
513,1,29.67
513,1,11.77
513,1,22.54
513,1,31.97
49,3,378.11
513,1,22.54
513,1,11.77
190,2,52.55
513,1,14.99
513,1,14.96
309,2,33.09
330,2,135.67
37,3,203.96
513,1,62.19
513,1,30.51
513,1,14.37
12,3,176.27
116,2,80.48
0,2,247.63
208,4,321.37
409,2,81.21
108,4,423.91
513,1,121.32
513,1,11.77
513,1,137.33
31,9,1244.85
513,1,11.77
513,1,14.77
503,1,28.52
214,2,181.96
42,2,121.14
513,1,30.99
429,3,176.2
509,2,101.26
511,1,9.98
270,3,373.34
103,3,174.2
1,3,165.44
503,2,71.41
285,1,22.76
513,1,13.97
491,2,50.34
87,5,559.26
512,1,261.79
512,1,109.34
132,3,161.76
286,2,30.68
513,1,15.99
225,1,26.85
513,1,18.99
497,1,11.77
513,1,27.13
26,5,490.1
289,2,142.93
240,2,51.89
513,1,35.31
72,2,100.31
32,3,477.54
257,9,1678.26
513,1,126.29
6,4,267.72
304,2,318.76
194,5,296.44
43,3,82.94
513,1,14.76
513,1,68.51
513,1,14.37
280,2,43.25
513,1,14.37
513,1,49.28
513,1,36.14
513,1,23.54
513,1,16.99
358,1,27.13
84,2,155.15
63,6,656.76
513,1,17.36
280,2,173.39
126,1,51.95
513,1,14.96
513,1,12.97
227,1,49.1
368,1,30.94
513,1,70.62
119,5,472.47
513,1,28.93
480,1,119.09
375,1,26.73
124,4,294.38
261,2,182.42
444,2,36.91
222,1,43.94
513,1,29.98
513,1,6.79
186,2,87.26
124,1,24.35
59,2,99.22
513,1,5.96
513,1,14.96
46,3,641.69
513,1,23.54
290,2,124.75
221,4,550.88
513,1,21.99
499,2,59.08
507,2,161.0
343,2,59.15
513,1,22.0
472,2,57.88
62,4,183.85
513,1,69.44
252,2,124.9
485,1,55.96
513,1,15.36
458,2,47.12
45,4,339.84
249,1,73.91
341,1,29.92
513,1,49.29
511,1,27.13
467,1,20.99
198,2,63.51
10,3,166.54
54,8,1335.55
115,2,37.94
190,2,61.49
109,3,172.1
435,1,23.54
512,1,12.49
513,1,45.53
513,1,58.74
52,4,300.72
513,1,40.48
145,2,70.91
478,1,21.75
513,1,15.36
510,1,25.74
102,2,235.8
473,1,53.72
513,1,15.36
513,1,22.54
513,1,21.46
513,1,28.14
513,1,14.37
513,1,58.53
513,1,81.72
513,1,7.99
194,3,146.61
434,2,63.27
272,2,60.16
21,3,103.02
75,2,233.67
99,2,123.91
513,1,11.97
513,1,12.7
507,1,25.94
455,1,33.96
513,1,13.7
513,1,24.98
337,4,194.9
513,1,21.54
513,1,30.72
513,1,11.77
513,1,12.49
495,1,51.71
513,1,49.99
375,1,28.74
513,1,7.98
513,1,15.7
513,1,23.54
512,1,56.68
513,1,14.7
513,1,40.7
419,2,31.52
82,3,114.97
513,1,25.14
513,1,58.07
248,3,167.21
513,1,33.7
110,2,58.68
422,1,27.76
262,2,84.73
513,1,12.49
13,3,138.96
14,7,664.83
398,2,51.69
513,1,29.73
513,1,13.97
491,1,29.75
513,1,19.99
513,1,14.96
478,2,88.06
320,2,74.21
106,2,172.32
513,1,48.5
513,1,16.36
500,1,34.4
513,1,68.22
365,2,55.27
17,4,198.29
454,2,69.01
170,2,215.62
346,2,35.72
513,1,17.96
200,2,66.82
513,1,48.11
513,1,15.36
513,1,35.77
508,1,22.74
50,8,1051.62
501,1,52.7
499,1,42.54
437,1,63.82
513,1,59.46
441,2,55.5
66,2,93.97
30,1,51.03
20,7,1800.17
240,1,69.33
45,4,356.82
21,2,174.7
513,1,23.54
132,1,76.98
513,1,16.7
513,1,10.77
513,1,14.99
513,1,18.54
508,2,255.3
513,1,12.49
513,1,23.54
513,1,44.99
398,2,109.5
513,1,47.46
513,1,12.97
513,1,8.77
64,2,51.22
513,1,18.99
513,1,13.97
513,1,15.36
130,4,659.42
101,2,32.47
513,1,62.1
513,1,58.0
513,1,112.2
513,1,28.74
512,2,94.4
513,1,24.97
513,1,43.54
472,3,90.01
302,2,33.72
108,7,437.7
513,1,14.96
513,1,45.68
513,1,11.77
27,4,229.45
513,1,129.98
513,1,87.99
513,1,15.99
475,3,442.74
513,1,71.42
513,1,14.37
216,2,53.52
17,2,324.71
513,1,16.7
513,1,17.3
41,1,56.33
296,1,40.2
513,1,45.98
509,1,25.94
460,1,25.14
513,1,61.45
513,1,6.78
13,2,91.01
513,1,37.51
304,1,97.11
513,1,15.36
160,1,93.85
512,1,28.97
513,1,26.74
245,1,44.91
513,1,9.77
513,1,35.36
513,1,14.79
480,2,49.77
228,2,42.62
1,3,234.13
513,1,56.46
513,1,7.98
452,2,329.67
509,1,19.99
23,2,197.37
513,1,11.77
338,2,55.58
513,1,35.91
513,1,14.79
513,1,9.77
513,1,13.97
94,3,313.97
512,1,30.35
23,4,167.63
488,2,39.97
512,1,12.49
512,1,11.77
101,3,136.7
500,2,69.21
512,1,26.14
512,1,31.33
512,1,13.97
512,1,68.67
466,2,69.91
512,1,19.99
512,1,19.99
9,5,303.22
259,3,93.25
512,1,147.58
161,1,53.42
512,1,119.57
510,1,46.68
512,1,15.36
112,2,183.59
512,1,34.99
512,1,30.13
512,1,122.88
19,3,111.97
512,1,70.3
512,1,33.0
179,3,83.7
35,2,223.16
512,1,8.77
512,1,14.37
196,5,373.06
512,1,43.3
512,1,71.39
504,1,35.31
512,1,15.36
493,2,86.31
512,1,26.99
49,4,512.99
512,1,18.99
489,1,14.96
427,2,155.87
512,1,56.06
223,2,221.37
4,9,2131.02
97,4,345.1
500,1,25.34
512,1,14.37
311,1,48.28
512,1,14.7
512,1,14.96
512,1,15.36
512,1,26.14
443,4,159.51
224,2,132.64
512,1,14.37
512,1,13.97
14,7,630.54
20,5,400.38
512,1,59.73
512,1,39.71
252,1,31.25
512,1,83.82
93,4,182.44
70,3,175.3
290,2,88.15
512,1,20.77
512,1,38.77
441,2,162.03
511,1,22.74
512,1,52.98
512,1,10.97
334,2,47.46
512,1,54.77
47,4,277.41
512,1,14.37
74,3,129.55
39,3,255.14
413,2,35.51
512,1,12.9
6,7,666.23
8,5,334.16
512,1,26.94
93,2,102.19
512,1,17.9
512,1,15.36
512,1,15.36
512,1,15.96
95,4,423.86
512,1,11.77
74,1,53.1
144,3,120.22
512,1,56.07
81,4,293.0
293,4,227.52
434,1,25.54
512,1,13.7
29,2,189.49
512,1,11.77
366,1,84.19
88,2,65.38
27,3,89.09
512,1,26.86
512,1,66.48
448,2,58.05
512,1,61.74
6,3,92.71
502,2,102.83
512,1,48.28
390,2,120.72
512,1,43.94
512,1,23.54
512,1,10.78
512,1,27.77
258,2,164.53
109,5,374.31
512,1,29.73
512,1,13.97
501,2,111.61
512,1,25.3
263,1,182.16
504,2,60.96
221,4,613.69
223,1,37.85
512,1,29.92
512,1,32.44
300,3,168.87
512,1,14.37
512,1,13.97
512,1,29.58
512,1,37.9
505,1,25.26
505,1,19.28
512,1,14.96
172,3,138.2
20,3,120.88
147,2,90.8
510,1,69.24
512,1,80.88
165,2,46.21
209,1,24.76
397,1,145.24
512,1,84.73
505,1,12.77
512,1,19.97
512,1,6.49
492,1,72.72
498,1,14.37
512,1,29.91
496,1,12.97
512,1,11.97
225,2,73.31
512,1,57.54
512,1,42.74
473,2,109.32
512,1,19.54
389,1,28.74
512,1,41.13
500,2,48.87
484,2,77.02
512,1,14.37
512,1,29.67
512,1,47.89
116,3,231.18
336,2,54.7
512,1,88.84
208,2,96.43
512,1,13.97
512,1,11.77
512,1,18.36
512,1,14.37
433,2,48.48
512,1,12.77
512,1,11.77
107,2,120.82
103,2,69.65
512,1,14.37
512,1,11.77
512,1,34.71
512,1,15.36
53,3,320.59
512,1,10.77
512,1,13.97
512,1,15.36
512,1,14.37
512,1,23.99
502,1,62.04
512,1,12.49
511,1,15.36
274,2,111.41
506,1,54.66
512,1,30.99
408,2,68.63
231,4,156.86
512,1,15.36
505,1,13.97
512,1,19.99
512,1,28.99
506,2,71.81
512,1,14.79
7,4,740.69
74,2,115.28
20,2,90.92
206,2,118.52
512,1,6.79
512,1,17.9
241,1,62.36
512,1,32.37
43,4,538.39
93,2,122.58
231,1,26.85
512,1,6.78
512,1,14.79
256,2,137.31
512,1,50.0
512,1,12.49
440,2,47.45
512,1,14.37
512,1,27.0
512,1,14.77
117,6,685.1
463,1,48.12
249,2,103.93
512,1,14.37
512,1,16.36
512,1,14.96
494,1,65.94
501,1,39.98
512,1,15.76
512,1,26.6
512,1,15.36
3,4,328.05
512,1,12.49
58,2,84.29
512,1,11.77
245,1,53.72
53,3,323.54
108,4,188.45
512,1,17.96
512,1,14.99
485,2,126.87
512,1,11.77
8,5,442.33
506,2,38.9
512,1,26.73
21,4,323.92
512,1,12.77
23,2,66.02
118,1,37.85
512,1,25.98
512,1,8.99
512,1,30.32
512,1,28.34
511,1,48.3
310,2,79.35
410,2,81.84
512,1,75.04
512,1,29.99
258,3,91.2
512,1,12.97
56,10,1533.61
28,3,196.72
512,1,14.96
512,1,15.36
342,2,35.9
12,6,1120.63
512,1,16.36
22,7,633.27
177,2,78.95
4,3,393.79
512,1,98.0
451,2,98.69
512,1,15.36
512,1,14.99
512,1,14.37
512,1,21.99
458,2,56.48
512,1,13.97
496,1,77.54
512,1,11.77
238,1,60.79
190,1,171.6
13,2,138.95
321,4,170.42
510,1,5.78
512,1,29.73
512,1,60.24
512,1,25.54
512,1,21.77
511,1,15.98
81,1,47.52
512,1,28.34
511,1,25.53
512,1,17.36
22,1,406.53
512,1,22.99
15,5,510.77
25,3,192.92
15,5,673.56
512,1,14.96
287,2,69.72
511,1,5.78
8,2,107.22
149,2,89.46
488,2,92.38
512,1,23.99
120,2,147.12
512,1,41.9
504,1,27.94
512,1,39.97
261,3,330.53
121,3,211.69
485,2,84.94
3,1,65.47
210,1,31.45
512,1,9.78
149,2,102.53
339,1,30.32
337,4,390.48
512,1,15.36
512,1,9.77
512,1,10.77
512,1,20.99
28,3,226.16
512,1,40.5
130,5,633.53
58,3,181.6
512,1,28.13
62,1,27.35
339,2,360.35
32,2,78.81
154,2,76.82
511,1,100.55
207,2,260.03
469,2,97.37
318,2,102.85
512,1,21.99
510,1,11.77
511,1,14.96
511,1,32.32
511,1,14.96
511,1,15.36
19,2,67.12
511,1,15.99
511,1,14.37
46,1,67.21
54,2,120.74
511,1,34.51
511,1,116.71
511,1,12.97
108,2,77.16
434,3,240.18
511,1,88.77
73,2,161.16
210,2,139.63
511,1,29.92
508,1,20.76
492,1,103.33
511,1,10.97
43,4,200.06
511,1,14.96
505,1,29.33
14,2,68.73
57,3,308.89
511,1,14.9
511,1,23.99
404,2,44.88
511,1,10.77
470,1,29.33
139,7,558.63
511,1,26.73
510,1,12.49
510,1,15.36
511,1,33.47
511,1,31.54
511,1,7.98
511,1,27.76
2,4,320.17
511,1,14.79
511,1,13.77
511,1,25.74
511,1,62.48
413,2,42.7
511,1,9.98
306,3,244.22
511,1,68.56
511,1,27.37
32,5,592.96
499,1,59.87
511,1,14.37
511,1,60.64
509,1,26.95
380,1,19.16
511,1,23.54
511,1,65.41
116,5,444.46
466,1,100.16
511,1,11.77
502,2,124.05
26,4,304.67
511,1,13.97
511,1,30.75
132,4,266.94
511,1,24.13
511,1,11.77
511,1,12.97
511,1,103.3
511,1,7.78
160,2,97.58
491,1,47.29
208,2,46.26
511,1,14.79
511,1,12.49
511,1,11.77
511,1,47.97
511,1,52.47
511,1,7.78
451,3,124.58
155,1,39.94
511,1,7.78
511,1,5.78
511,1,42.98
511,1,14.96
511,1,54.28
511,1,15.36
511,1,95.55
431,1,27.13
511,1,39.75
1,8,1556.19
17,1,43.35
127,6,906.71
511,1,8.77
510,1,17.58
511,1,39.1
511,1,29.92
413,1,25.93
415,2,66.59
481,2,50.25
62,2,212.52
494,1,141.29
511,1,6.79
511,1,57.05
511,1,19.9
505,2,752.45
511,1,11.77
511,1,26.74
80,2,342.54
0,3,188.57
511,1,4.79
511,1,13.77
510,1,436.91
142,1,32.98
511,1,11.77
511,1,19.99
511,1,13.97
197,2,62.76
29,3,689.33
511,1,12.77
511,1,25.74
378,3,143.46
224,2,54.89
511,1,23.54
507,1,28.45
114,3,308.09
333,2,133.25
427,1,17.48
265,1,79.46
334,2,211.63
39,3,240.26
274,1,66.72
511,1,9.77
505,1,15.54
148,1,24.74
511,1,25.77
54,3,167.08
511,1,33.3
511,1,12.77
511,1,15.36
106,1,81.57
71,2,115.43
39,3,201.35
511,1,26.46
344,1,94.0
511,1,12.49
511,1,16.36
509,1,11.77
509,1,15.36
511,1,12.49
405,2,38.48
511,1,11.77
511,1,14.96
402,1,55.72
511,1,10.97
509,1,11.77
511,1,121.74
511,1,11.58
511,1,15.36
511,1,31.06
102,3,188.48
511,1,29.97
511,1,25.47
511,1,13.97
511,1,14.37
511,1,13.97
511,1,39.31
200,3,129.74
489,1,48.34
511,1,17.76
511,1,19.99
511,1,28.76
166,3,129.35
74,5,326.17
124,2,112.9
162,7,360.96
511,1,11.77
511,1,11.77
434,2,137.71
47,2,117.57
511,1,36.31
418,3,92.34
334,1,66.65
511,1,100.55
511,1,9.77
508,1,26.14
75,1,25.28
511,1,39.98
103,1,25.86
14,1,169.45
387,4,913.91
488,1,22.76
511,1,30.33
408,1,55.27
511,1,52.36
471,1,45.29
15,4,420.85
511,1,11.99
14,3,160.4
509,1,11.77
169,4,244.76
511,1,29.57
511,1,9.77
175,4,183.96
439,1,28.93
511,1,15.7
336,2,103.16
511,1,64.04
74,5,384.38
291,1,62.31
182,3,138.24
462,1,27.45
250,3,347.94
511,1,25.94
511,1,24.48
25,5,384.07
508,1,31.33
147,2,113.32
5,2,52.3
510,1,21.16
511,1,12.49
440,2,60.98
511,1,21.16
446,1,23.96
511,1,73.44
511,1,14.37
143,2,109.48
77,2,136.32
511,1,15.36
61,3,166.32
511,2,75.02
48,1,45.13
511,1,9.98
503,2,121.82
511,1,28.74
511,1,52.77
262,1,88.57
290,1,35.98
511,1,10.77
506,1,11.77
506,1,41.1
511,1,15.99
237,1,103.48
377,1,27.96
26,2,147.85
504,1,28.76
511,1,13.97
511,1,43.3
511,1,23.77
511,1,119.25
39,2,206.71
511,1,29.92
511,1,13.97
511,1,9.77
85,1,36.86
123,2,132.03
511,1,14.37
511,1,12.77
45,2,155.78
511,1,14.96
511,1,11.77
427,1,25.78
351,1,31.66
337,1,46.11
511,1,16.36
424,2,78.98
511,1,11.77
236,2,83.44
511,1,15.36
350,1,24.73
511,1,14.37
495,2,66.84
511,1,15.36
340,2,50.9
1,3,274.14
511,1,15.76
510,1,48.9
511,1,12.49
511,1,13.97
511,1,38.99
511,1,14.37
39,4,424.93
196,1,25.76
511,1,14.37
511,1,13.97
112,3,320.77
511,1,14.96
511,1,15.96
511,1,22.76
264,2,89.44
511,1,13.97
511,1,29.76
100,4,128.28
455,2,37.47
511,1,16.36
511,1,48.77
511,1,45.48
511,1,42.49
478,1,35.99
125,2,36.54
511,1,27.94
485,2,43.49
511,1,65.65
78,3,125.96
511,1,14.77
205,3,210.79
511,1,15.36
196,3,112.79
449,2,53.09
509,2,86.05
511,1,30.98
511,1,12.49
511,1,9.77
20,4,218.32
511,1,11.77
66,4,304.23
120,3,125.56
511,1,15.96
75,3,133.51
510,1,14.99
511,1,46.09
460,2,57.34
233,2,581.91
510,1,19.99
511,1,11.77
511,1,14.37
338,2,81.61
474,2,72.45
511,1,13.97
511,1,13.97
449,1,26.93
19,2,99.99
511,1,21.46
511,1,11.77
435,2,74.94
8,2,112.58
168,2,63.19
42,3,237.27
511,1,33.53
511,1,106.07
511,1,6.79
464,1,30.32
511,1,14.37
511,1,4.79
511,1,14.79
504,2,40.94
509,1,24.76
511,1,29.37
511,1,19.3
511,1,9.98
510,1,14.96
504,1,14.37
511,1,15.9
34,4,357.54
302,2,100.3
366,2,160.42
511,1,28.76
427,2,40.71
228,2,54.49
84,3,208.81
357,3,103.23
510,1,37.56
25,4,555.2
495,1,53.14
510,1,13.7
37,2,55.46
373,2,43.7
510,1,13.97
510,1,19.77
510,1,14.37
420,2,84.95
510,1,16.99
400,2,129.31
510,1,16.36
510,1,13.97
510,1,78.64
510,1,13.77
510,1,15.36
510,1,6.79
510,1,42.93
485,1,42.66
510,1,5.99
60,2,133.76
510,1,28.93
452,2,34.72
176,4,172.21
510,1,22.74
504,2,54.71
96,3,153.99
371,2,85.47
136,1,83.62
510,1,67.15
466,1,59.51
421,3,191.74
6,6,875.94
45,3,177.89
93,4,143.55
26,2,151.99
507,2,37.33
510,1,11.77
507,1,11.77
497,1,493.91
510,1,28.93
367,2,102.54
413,1,126.09
124,1,73.03
478,1,50.76
510,1,58.3
5,2,111.51
506,2,60.23
510,1,55.98
7,6,508.05
510,1,11.77
510,1,22.3
160,1,28.48
359,3,172.18
49,5,422.96
497,1,26.35
510,1,41.5
229,1,27.95
510,1,35.77
510,1,12.77
239,4,266.12
508,1,18.74
141,3,173.93
510,1,51.87
483,2,154.08
510,1,52.77
451,2,64.87
510,1,8.77
510,1,17.98
20,5,274.13
510,1,15.96
419,1,180.29
510,1,14.37
510,1,15.99
510,1,29.74
510,1,8.77
315,2,79.26
510,1,14.96
67,2,87.92
306,3,191.02
4,3,328.09
510,1,49.68
510,1,63.24
510,1,50.98
510,1,12.77
66,4,320.2
89,3,176.1
238,1,28.45
380,1,58.06
129,2,114.81
510,1,14.96
510,1,13.97
148,2,98.75
488,2,80.13
228,3,243.11
179,2,82.75
141,3,134.43
55,3,165.57
510,1,15.76
435,1,24.73
510,1,13.97
436,2,146.86
510,1,25.14
510,1,33.2
29,2,121.07
69,2,366.91
510,1,9.77
503,2,44.64
510,1,65.64
510,1,99.99
449,2,35.91
510,1,12.49
510,1,31.99
510,1,10.77
510,1,46.72
510,1,30.86
510,1,11.77
510,1,4.79
503,2,48.72
510,1,14.37
510,1,14.37
510,1,27.13
230,2,198.23
385,3,113.71
127,4,252.67
19,4,347.2
13,3,314.33
49,1,46.81
105,2,188.58
37,3,383.47
60,5,481.13
510,1,29.99
245,1,41.98
489,2,39.71
67,5,720.5
510,1,63.98
31,5,401.76
510,1,37.3
510,1,17.99
221,3,118.45
8,3,174.57
510,1,35.77
25,3,70.52
510,1,23.54
59,2,135.16
176,3,198.0
479,1,24.94
145,2,244.62
510,1,28.34
510,1,18.99
453,1,40.98
510,1,38.5
510,1,23.97
510,1,11.99
510,1,18.74
510,1,62.46
510,1,29.92
510,1,89.99
145,1,66.24
430,2,75.07
508,1,176.78
414,2,106.93
368,2,28.65
74,1,43.22
510,2,159.0
510,1,31.33
510,1,14.96
510,1,34.74
252,2,89.91
313,2,115.56
510,1,32.67
500,1,11.77
510,1,37.47
510,1,27.74
510,1,49.37
482,2,93.97
173,4,237.93
510,1,107.23
50,3,159.14
454,2,54.7
490,2,38.5
60,4,198.62
471,2,34.51
11,3,627.77
88,4,443.41
120,4,322.49
284,3,228.8
510,1,68.29
130,2,117.46
510,1,14.96
44,2,145.77
510,1,35.53
509,1,116.27
510,1,9.79
19,4,629.59
283,3,124.03
25,2,85.28
387,1,27.73
28,6,567.38
131,3,126.22
510,1,29.96
510,1,14.37
510,1,14.99
510,1,13.97
137,1,63.61
510,1,14.79
510,1,9.77
505,2,57.59
510,1,14.96
510,1,11.56
510,1,27.77
118,2,45.6
510,1,13.97
31,5,783.24
142,2,73.94
510,1,36.52
327,4,139.13
509,1,14.99
510,1,30.06
510,1,12.97
212,2,59.1
510,1,71.62
124,3,237.74
510,1,55.07
421,2,67.45
510,1,13.97
105,2,134.64
510,1,14.37
437,2,58.05
510,1,64.88
246,2,57.88
510,1,15.36
495,1,25.54
38,2,102.95
349,2,49.71
510,1,14.96
510,1,41.13
104,2,34.35
100,2,38.84
17,2,96.77
510,1,12.49
510,1,36.5
510,1,29.92
396,2,73.61
173,1,38.75
22,2,98.76
510,1,44.98
46,4,438.92
83,1,76.74
510,1,24.99
510,1,43.98
510,1,21.37
314,3,169.47
29,6,850.16
166,4,423.91
510,1,47.69
509,1,119.19
492,1,32.86
